reading_speed_wpm,video_watch_time_pct,quiz_response_time_sec,quiz_score_pct,time_on_platform_hrs,learning_style
264.901424590337,0.692797576724562,28.617356988288154,84.4405994097654,8.637804369378767,Fast Respondents
258.3712387660041,0.6832290311184182,40.105152848065266,87.65262807032524,9.08512008717193,Fast Respondents
236.09746921562612,0.5216968971838152,25.34270246429743,76.93725493653199,9.900739364793806,Fast Respondents
274.4933524285398,0.45579754426081676,14.761240023841392,85.45987962239394,5.175392597329417,Fast Respondents
293.96946306764664,0.4798695128633439,27.742236995134643,102.79744015518897,8.788466043759202,Fast Respondents
253.6665749566804,0.4682096494749166,24.84564337907547,86.99680655040598,7.416612500413446,Fast Respondents
231.94880163311808,0.44881529393791153,48.522781845089376,87.33175598078756,7.9889442753597475,Fast Respondents
243.1164863850413,0.6650089137415929,33.893489132561236,91.04431797502377,4.080659752240448,Fast Respondents
210.15441853304708,0.7878338511058235,31.968612358691235,91.0931915802693,9.763522077897221,Fast Respondents
219.72743971404677,0.5085396127095584,14.167057864631126,87.69680614520107,10.11424445243783,Fast Respondents
260.3085486870539,0.45636968998990507,12.36959844637266,92.91061397356519,9.775496919186715,Fast Respondents
276.82996990326285,0.42961786069363617,37.54997797244736,85.80391238388681,7.381575248297571,Fast Respondents
259.9379029421069,0.5323592099410597,39.75545127122359,89.11133939364673,7.179233382627399,Fast Respondents
285.39149034102104,0.6550229885420853,21.017920605443216,89.63994939209833,10.007065795784047,Fast Respondents
260.849080751429,0.704314019446759,23.548802453948756,97.47717126441736,8.67636250398664,Fast Respondents
351.1688876088002,0.5710164073434199,20.79609194932624,90.43523534119086,7.401985299068265,Fast Respondents
252.75282329606506,0.7630265895704372,10.124310853991073,87.32791773163247,5.009892258371329,Fast Respondents
226.3222501390624,0.4307919639315172,37.43711283771227,85.95753198553406,6.996485912830927,Fast Respondents
277.4620635310622,0.7214688307596459,33.287511096596845,96.85931066774889,8.351106587909666,Fast Respondents
240.72134360666269,0.44402076981107075,36.73125502773975,88.0394592343392,5.072970103735763,Fast Respondents
258.8836083119373,0.4027808522124763,32.610552721798896,76.72411976218265,8.691035887777533,Fast Respondents
238.1345064525912,0.5350460685614512,27.10863143530058,89.19357144166996,8.808101713629076,Fast Respondents
306.5855770363159,0.5454518409517176,31.74577812831839,89.9072459774418,4.652990756019554,Fast Respondents
217.82404496693027,0.4147547789418131,20.074138205968097,90.30115104970513,12.926484224970572,Fast Respondents
244.22917105656632,0.45795794883648927,33.015473423336125,91.69910482093321,7.985239700110854,Fast Respondents
273.0189051611921,0.7046478461314871,18.502074225056415,93.95515973521523,6.181225090410522,Fast Respondents
292.08382932808297,0.6534118843043579,15.981489372077192,85.59679590735115,8.153789897169142,Fast Respondents
235.1970255339002,0.47460740415994174,39.23162608341953,90.4982568254382,6.993048691767601,Fast Respondents
203.48009706801602,0.6580691161637799,30.685629748060272,92.68168016191032,6.170618137477446,Fast Respondents
268.616446478852,0.4550083776583973,28.390626231369367,86.08373353831881,7.355876967588649,Fast Respondents
274.4055165210901,0.7268888800804864,17.69135683566045,96.81943262208553,13.078325432538666,Fast Respondents
240.2652712651332,0.7588863031813308,27.94133282904495,91.29941397124212,9.56364574355462,Fast Respondents
212.89147867365756,0.6903822715480958,16.795433869157236,93.08820422755572,10.43414159396022,Fast Respondents
256.78864808496627,0.4036788206466519,38.47401432576639,91.46536236649341,6.571297163947264,Fast Respondents
305.9732353343427,0.6607845038010403,34.73832920911788,93.67250532440023,6.091005476077159,Fast Respondents
227.46461726008215,0.6985965620472097,18.6957194687947,94.8168806462216,8.825561853872996,Fast Respondents
274.6618047998347,0.437469907131237,48.967929826539475,83.15064471641851,6.456438501013483,Fast Respondents
276.3602064457269,0.6524554503989052,27.604054918061905,90.06500945938953,10.907068154314633,Fast Respondents
